url	answer	prompt	intermediate
2005/setec/special_art_exhibition	ASK US FOR THIS		TRUE
2005/setec/square_mess	FIND THE FAKE WARHOL HOMAGE IN THE STUDENT ART GALLERY		TRUE
2005/setec/standard_unassuming_logic_puzzles	IPOD		
2005/setec/take_me_out	DARLING		
2005/setec/tea_time	KICKBOXING		
2005/setec/telephone_pictionary	WRITER		
2005/setec/ten_times_a_minute	OTOWN		
2005/setec/the_power_of_invisiblity	LEAD SINGER		
2005/setec/the_two_towers	SILICON		
2005/setec/there_was_a_young_man	JULIA		
2005/setec/this_puzzle_sucks	WITNESS		
2005/setec/three_mile_debut	PAPER MOON		
2005/setec/track_12	GLENN FREY		
2005/setec/treasure_hunt	BORN		
2005/setec/trivial_pursuit	WITTIG		
2005/setec/tune_in_rock_out	HI-FIS		
2005/setec/vannas_nightmare	EVAN DANDO		
2005/setec/where_was_i	MARE NOSTRUM		
2005/setec/word_play	CALL AHEAD AND BRING TO HEADQUARTERS AN ARTISTIC REPRESENTATION OF YOUR TEAM NAME MADE FROM TOOTHPICKS OR MATCHSTICKS. YOU ARE THEN PRESENTED WITH THE ANSWER.		TRUE
2005/setec/world_tour	NOMANSLAND		
2005/setec/writers_bloc	CHICAGO		
2006/	JAMES BOND	Boston Ante Agent	
2006/	DISAVOWED	Boston Meta	
2006/	DANA SCULLY	Cambridge Ante Agent	
2006/	CHITTY CHITTY BANG BANG	Cambridge Meta	
2006/	GADGET	Washington Ante Agent	
2006/	STARBUCK	Washington Meta	
2006/	NATASHA FATALE	Moscow Ante Agent	
2006/	NEXT TIME	Moscow Meta	
2006/	ROSENCRANTZ & GUILDENSTERN	Kuala Lumpur Ante Agent	
2006/	SQUIRREL TRAP	Kuala Lumpur Meta	
2006/	SWEDISH CHEF	Buenos Aires Ante Agent	
2006/	NINETY HEADS	Buenos Aires Meta	
2006/	STEWIE GRIFFIN	Epcot Center Ante Agent	
2006/	CHOCOLATE MOOSE	Epcot Center Meta	
2006/	BRAIN	McMurdo Station Ante Agent	
2006/	THE BRAIN	McMurdo Station Ante Agent	
2006/	AGENT BUCKWALD	McMurdo Station Meta	
2006/	PROF MORIARTY	Paris Ante Agent	
2006/	EARTHS CENTER	Paris Ante Location	
2006/	LITTLE FINGER	Paris Meta	
2006/puzzles/boston/182_2_smoots	CLEVELAND		
2006/puzzles/boston/a_pile_of_pictures	REASSESSMENT		
2006/puzzles/boston/i_get_around	RESERVE		
2006/puzzles/boston/introductory_foreign_operations	GIVE US A TEAM FLAG		TRUE
2006/puzzles/boston/just_follow_directions	MICROBREWER		
2006/puzzles/boston/license_to_kill	WILDLIFEPARKS		
2006/puzzles/boston/no_silver_lining	RADAR		
2006/puzzles/boston/second_times_the_charm	PETITE		
2006/puzzles/boston/sixteen_blocks	POTATOES		
2006/puzzles/buenos_aires/data_analysis	IANKERSHAW		
2006/puzzles/buenos_aires/decode_this	IAMB		
2006/puzzles/buenos_aires/denial	ENYA		
2006/puzzles/buenos_aires/hey_look_a_grid	WYCLEF		
2006/puzzles/buenos_aires/hollow_man	DEEJAY		
2006/puzzles/buenos_aires/long_division	HDTV		
2006/puzzles/buenos_aires/missing_seven_fingers	EAGLEWOOD		
2006/puzzles/buenos_aires/surely_youre_hexing	TEEPEE		
2006/puzzles/buenos_aires/up_down_and_all_around	ENDOSCOPIC		
2006/puzzles/buenos_aires/wipe_the_floor_with_him	AJAX		
2006/puzzles/buenos_aires/xanadu	ESTEVEZ		
2006/puzzles/cambridge/a_research_puzzle	HAWAII		
2006/puzzles/cambridge/costume_ball	HYDRIODICACID		
2006/puzzles/cambridge/counting_your_chickens	EXCLAMATIONPOINT		
2006/puzzles/cambridge/grid_with_a_hole_in_the_middle	ONEHUNDRED		
2006/puzzles/cambridge/letter_connections	GUNSHOT		
2006/puzzles/cambridge/maths	TELETYPE		
2006/puzzles/cambridge/punchline	SPEEDOFLIGHT		
2006/puzzles/cambridge/sound_quality	ZEPHYRMODE		
2006/puzzles/epcot_center/american_championship	PARALLELEPIPED		
2006/puzzles/epcot_center/bring_us_food_yo	TAPIOCAPUDDING		
2006/puzzles/epcot_center/counterintelligence	COMPOSE HUNT THEME DOUBLE DACTYL		TRUE
2006/puzzles/epcot_center/dear_reader	VICECHANCELLOR		
2006/puzzles/epcot_center/feel_your_way	DAGUERREOTYPES		
2006/puzzles/epcot_center/gross_solitaire	THREECARDMONTE		
2006/puzzles/epcot_center/head_of_sales	BRINGHQTWOLITERSODA		TRUE
2006/puzzles/epcot_center/just_a_jump_to_the_left	PENTAGONPAPERS		
2006/puzzles/epcot_center/pentris	ATLANTICSALMON		
2006/puzzles/epcot_center/physical_challenge	RUTHLESSTYCOON		
2006/puzzles/epcot_center/pipe_dream	UNIDIRECTIONAL		
2006/puzzles/epcot_center/succeeding_men_in_youth_do_count_things_rare	COLLABORATIONS		
2006/puzzles/epcot_center/the_scrambler	BACCALAUREATES		
2006/puzzles/epcot_center/wry_ergo_dead	CASHWITHDRAWAL		
2006/puzzles/kuala_lumpur/783658	MAXIMUM		
2006/puzzles/kuala_lumpur/badness_10000	VMLINUX		
2006/puzzles/kuala_lumpur/do_sa_do	CASTOFF		
2006/puzzles/kuala_lumpur/editor	MRSPLUM		
2006/puzzles/kuala_lumpur/familiar_faces	FREIGHT		
2006/puzzles/kuala_lumpur/literatures_other_half	CHECKUP		
2006/puzzles/kuala_lumpur/lost	PADLOCK		
2006/puzzles/kuala_lumpur/louder_than_words	SAVINGS		
2006/puzzles/kuala_lumpur/mysterious_cry_quiet_habit	FALCONS		
2006/puzzles/kuala_lumpur/some_trolleys_named_lust	WARMTHS		
2006/puzzles/kuala_lumpur/space_invaders	BATHTUB		
2006/puzzles/kuala_lumpur/table_for_four	BALFOUR		
2006/puzzles/mcmurdo_station/all_work_and_no_play_makes_jack_a_dull_boy	DEREKWALCOTT		
2006/puzzles/mcmurdo_station/beach_party_mcmurdo	GENTRY		
2006/puzzles/mcmurdo_station/fusion	CLOCKWATCHERS		
2006/puzzles/mcmurdo_station/joined_at_the_hip	DUCKWEED		
2006/puzzles/mcmurdo_station/joint_operations_intelligence_archive	FRONTBURNER		
2006/puzzles/mcmurdo_station/land_that_i_love	PATBUCHANAN		
2006/puzzles/mcmurdo_station/math_is_hard	VOLKSWAGEN		
2006/puzzles/mcmurdo_station/one_down_one_across	WALDEN		
2006/puzzles/mcmurdo_station/the_cock_conundrum_or_the_greatest_joke_ever_told	BUCKYBALLS		
2006/puzzles/mcmurdo_station/trophy_room	COVALENTBOND		
2006/puzzles/moscow/connect_four	MONTANA		
2006/puzzles/moscow/get_on_with_it	AMY		
2006/puzzles/moscow/got_your_number	E		
2006/puzzles/moscow/handbook_fragment	N		
2006/puzzles/moscow/pen_rose	BOXES		
2006/puzzles/moscow/russian_brunch	SNIFF		
2006/puzzles/moscow/strip_search	DRAW A SPY COMIC		TRUE
2006/puzzles/moscow/tea_for_two_and_two_for_tea	MEN		
2006/puzzles/paris/a_bunch_of_dots	ISAAC		
2006/puzzles/paris/all_for_one_and_one_for_all	MACGYVER		
2006/puzzles/paris/at_your_service	UUCP		
2006/puzzles/paris/calumny_challenge	KIERKEGAARD		
2006/puzzles/paris/drop_everything	CUCKOO		
2006/puzzles/paris/fun_with_formulae	KAUAI		
2006/puzzles/paris/numeracy	ACADEMIES		
2006/puzzles/paris/sacred_and_profane	DEBAUCHERY		
2006/puzzles/paris/syncopation	OLYMPICGAMES		
2006/puzzles/paris/the_quantum_menace	LOLLYGAG		
2006/puzzles/paris/twenties	REGGAE		
2006/puzzles/paris/white_noise	ECUADOR		
2006/puzzles/washington/1986	BROWN		
2006/puzzles/washington/advanced_foreign_operations	BARENBLATT		
2006/puzzles/washington/ask_ye_silly_question	LEMON		
2006/puzzles/washington/blue_steel	COYLE		
2006/puzzles/washington/convocation	THORNHILL		
2006/puzzles/washington/disarray	FRIEND		
2006/puzzles/washington/revisions	GRISWOLD		
2006/puzzles/washington/spoiler_warning	GUGGENHEIM		
2007/events/Envy.html	PRINCESS FIONA		
2007/events/Greed.html	IS THAT YOUR FINAL ANSWER		
2007/events/Sloth.html	SOMNAMBULIST		
2007/puzzles/	MAKE A BAD SEQUEL TO WORDPLAY	Performing Arts Meta	
2007/puzzles/	BRING TWO PLAYERS TO THROW A GAME	Sports Meta	
2007/puzzles/	A TWINKIE	Crime Meta	
2007/puzzles/	ALMOST PLAGIARIZE DAN BROWN WORK	Writing Meta	
2007/puzzles/	FACTOR ME	Getting Rich Quick Meta	
2007/puzzles/	LEE MAJORS	Finance Meta	
2007/puzzles/	FASHIONED IN THE MANNER OF A JOINT RESOLUTION, DRAFT A FORMAL DECLARATION OF WAR AGAINST ANOTHER HUNT TEAM. DON'T TELL THEM.	Law and Government Meta	
2007/puzzles/	CREATE A HOCKFIELD CARD	Mass Manipulation Meta	
2007/puzzles/	COME QUACK	Advanced World Domination Meta	
2007/puzzles/1_1_1	LOVECRAFT		
2007/puzzles/a_few_good_actors	ACT ONE		
2007/puzzles/a_midterm_progress_report_to_the_enron_board_of_directors_july_2000	FIGURE EIGHT		
2007/puzzles/americas_least_wanted	BIKE		
2007/puzzles/atlas_shrugged	KENYA		
2007/puzzles/belle_of_the_ball	LEAP YEARS		
2007/puzzles/black_bed	YTTRIUM		
2007/puzzles/blather	SNAPHOOK		
2007/puzzles/bloodbath_at_the_rainbow_room	NYLON		
2007/puzzles/cambridge_tea_part	HOTEL AT MIT		
2007/puzzles/captain_red_herrings_buried_pirate_booty	OHIO SEVEN		
2007/puzzles/celebrity_scrabble	WATER WAGON		
2007/puzzles/Certificates.pdf	BEAN DEVIL WITH THIS SNOWBALL		
2007/puzzles/choose_your_own_misadventure	HERO'S FORMULA		
2007/puzzles/choose_your_weapon	LOADED		
2007/puzzles/clash_of_the_titans	NAOMI WATTS		
2007/puzzles/course_load	THRIVE		
2007/puzzles/crash_course	ATTLEBORO, MA		
2007/puzzles/creature_discomforts	TRAGEDIENNE		
2007/puzzles/crescent_city_blues	STOCKJOBBING		
2007/puzzles/d4_ducks_playing_poker	QUOTIDIAN		
2007/puzzles/disco_inferno	JEFFREY JONES		
2007/puzzles/druggle	TRICYCLE		
2007/puzzles/dual_identities	FLASH		
2007/puzzles/earnings_call	SAME-SEX MARRIAGES		
2007/puzzles/embezzlers_quest	MACHINE GUN KELLY		
2007/puzzles/encore_encore	POLLY WALKER		
2007/puzzles/episodic_disorder	DANNY GLOVER		
2007/puzzles/flip_flop_ya_dont_stop	UNDERHANDS		
2007/puzzles/for_gearheads_only	CERECLOTH		
2007/puzzles/friends_you_can_count_on/	CHAOTIC		
2007/puzzles/going_out_clubbing	CAMBRIDGE		
2007/puzzles/got_it_covered	CHEAP SEATS		
2007/puzzles/guest_list	PRICK		
2007/puzzles/hang_em_high	ETHAN ALLEN		
2007/puzzles/hell_hath_no_rhyme_scheme	PEACE PRIZE		
2007/puzzles/herd_mentality	OUTER SPACE		
2007/puzzles/i_bet_i_look_good_on_the_dance_floor	SKIPPING ARTICLES		
2007/puzzles/i_love_these_80	TERMINATOR 2		
2007/puzzles/i_need_to_connect_with_you_baby	JOIN IDENTICAL SIDES		
2007/puzzles/i_only_get_a_measly_200	UNIQUELY TRANSFORM EACH SET		
2007/puzzles/i_want_some_popcorn_and_some_cotton_candy_and_	SECOND SUBSEQUENT WORD		
2007/puzzles/i_wish_i_wrote_that/	FIND MOTTO WORDS		
2007/puzzles/iap_mystery_hunt	BROWN BUILDING		
2007/puzzles/ill_write_some_good_clues_tomorrow	CHANGE EACH TO TWENTY		
2007/puzzles/it_could_be_worse	SOLVENT STORAGE		
2007/puzzles/killing_the_audience	BREAKAWAY		
2007/puzzles/know_your_history	GOODALE ENTRY		
2007/puzzles/large_and_in_charge	MYKELTI WILLIAMSON		
2007/puzzles/legal_men	DEMOLITION		
2007/puzzles/les_canards_du_diable	DORIS DUKE		
2007/puzzles/logical_digits	LUMEN		
2007/puzzles/man_i_hate_these_sudokus	IN ODD LINES		
2007/puzzles/manipulating_the_masses	SLACK		
2007/puzzles/manual_transmission	HOMINESS		
2007/puzzles/negative_ad_campaign/	REGISTERED TRADEMARK		
2007/puzzles/now_thats_high_finance	VOLLEYBALL GAME		
2007/puzzles/nur_einzelne_zahlen_erlaubt	OKTOBERFEST		
2007/puzzles/one_two_three_shoot	PERSONIFY		
2007/puzzles/puzzle_editing	CABARET		
2007/puzzles/pyramid_scheme	MACH ONE		
2007/puzzles/recounting_former_glories	RAFSANJANI		
2007/puzzles/rewriting_the_record_books	ZEN MASTER		
2007/puzzles/scoring_points	DENNIS QUAID		
2007/puzzles/shooting_stars	SHORTSTOP		
2007/puzzles/spellcheckers	SIDNEY LUMET		
2007/puzzles/spin_control	ORRIN HATCH		
2007/puzzles/splits_and_mergers	HALF-MARATHON		
2007/puzzles/squad_car	DOMINO		
2007/puzzles/success_stories	CATEGORY FIVE		
2007/puzzles/take_three	PEAR		
2007/puzzles/team_dynamics	FORD BUILDING		
2007/puzzles/the_art_of_succeeding	EDWARD III		
2007/puzzles/the_case_of_southeast_jeromes_trip_to_the_end_zone	DOING TIME		
2007/puzzles/the_central_science	INAMORATAS		
2007/puzzles/the_continental_divide	KAREN ALLEN		
2007/puzzles/the_domino_theory	NATURAL TWO		
2007/puzzles/the_joy_of_accountancy	WEN HO LEE		
2007/puzzles/the_only_thing_we_have_to_fear	TREESCAPES		
2007/puzzles/the_sports_report	WAG THE DOG		
2007/puzzles/the_stunted_growth_puzzle	KEVIN POLLAK		
2007/puzzles/the_truth_will_set_you_free	FIRE-DAMAGED		
2007/puzzles/the_usual_suspects	RAINBOW SIX		
2007/puzzles/thinking_outside_the_box	COLUMNED		
2007/puzzles/this_puzzle_has_been_formatted_to_fit_your_screen	WILLIAM ATHERTON		
2007/puzzles/transmogrifiers	SCIENCE COURT		
2007/puzzles/two_out_of_three_aint_bad	SONDHEIM		
2007/puzzles/unscrambled_cable_porn	RALPH FIENNES		
2007/puzzles/unsound_effects	GROUPWORK		
2007/puzzles/unspeakable	ASK US IF YOU CAN HUG LINDSEY KRINGLE		TRUE
2007/puzzles/war_dances	TENDERFOOT		
2007/puzzles/what_subliminal_messages_i_dont_see_any_subliminal_messages	WASSERKIRCHE		
2007/puzzles/whats_wrong	JESSICA LANGE		
2007/puzzles/when_not_in_rome	TINTED WINDOW		
2007/puzzles/winning_is_everything	PARSONS LAB		
2007/puzzles/writing_nerds	KNOBBY-KNUCKLED		
2007/puzzles/you_dont_need_no_stinkin_cue_cards	LAUREN HOLLY		
2008/	BEAT ANTON SENSELESS	Witness 1 Meta	
2008/	GET PETER A LARGER PAD	Witness 2 Meta	
2008/	BANKRUPT NASH	Witness 3 Meta	
2008/	SALT AL'S STREET	Witness 4 Meta	
2008/	VOTE FOR J.R.	Witness 5 Meta	
2008/	TAKE OUR FAMILY SOME SOUP	Witness 6 Meta	
2008/a_mind_flexing_exercise/	WORDPLAY		
2008/advisory_boards/	ARCADE GAME		
2008/alien_species/	POULARD		
2008/all_geared_up/	INTERLOCKS		
2008/animal_lover/	BEATRIX POTTER		
2008/at_sea/	EARTH		
2008/at_the_beach/	WAHOO		
2008/at_the_canyon/	DIN		
2008/at_the_crossroads/	GEORGETOWN		
2008/bad_beat_jackpot/	TIRE		
2008/big_musical_number/	ZENITH		
2008/bottom_line/	VOLKSWAGEN		
2008/breaking_away/	ONTARIAN		
2008/campsite/	TUESDAY		
2008/case_study/	ANTHROPOMORPHIZED		
2008/character_witness/	MUDSKIPPER		
2008/checkout_lines/	VANQUISH		
2008/chimera/	LAMENTATIONS		
2008/cluesome/	EMOTIVE		
2008/common_thread/	PLAID		
2008/confession/	YGGDRASIL		
2008/cross_examination/	MARLIN		
2008/cursed/	CIRCLE		
2008/department_store/	SLOTH		
2008/do_you_know_where_your_needles_are_/	OUTFIT		
2008/dossier1.html	HE TRAMPLED HER VIOLETS		
2008/dossier2.html	SHE FANCIED HIS RED CAP		
2008/dossier3.html	HE COULDN'T COUNT ON DR. A		
2008/dossier4.html	OTTO HID JAN'S KEY		
2008/dossier5.html	DR. A TRIED TO TRADE MARK		
2008/dossier6.html	SHE SAW OTTO FLOSS AT THE SHORE		
2008/dossier7.html	OTTO BROKE DOWN HIS WILL		
2008/dream_on/	REVIVALS		
2008/east_meets_west/	UPSIDE-DOWN CAKE		
2008/ecolocation/	ERIC THE RED		
2008/eight_not_so_deadly_sins/	MANHOLES		
2008/elmo_s_first_wife/	EAST BERLIN		
2008/escapism/	THE UNDERGROUND RAILROAD		
2008/european_cruise/	DIAL		
2008/facebook/	PEARLY GATES		
2008/family_affair/	ARTHUR		
2008/frame_of_reference/	POMPOM GIRL		
2008/freebie/	ASK ABIGAIL		
2008/frontal_lobotomy/	GRETA GARBO		
2008/functions/	EUROCENTRIC		
2008/giant_game/	IOCANE POWDER		
2008/give_me_an_m/	TORONTO MAPLE LEAFS		
2008/global_coolness/	MADISON, NEW HAMPSHIRE		
2008/god_s_gift_cartooning/	JESSE		
2008/guilty_pleasures/	SKELETON		
2008/hack_writer/	BEDS		
2008/hearing_voices/	FREQUENCY		
2008/hold_your_tongue/	DELI		
2008/image_search/	HANDSFREE		
2008/in_other_words/	CELESTIAL NAVIGATION		
2008/in_soviet_union_death_defies_you/	ARTUR DMITRIEV		
2008/input_output/	NEURAL NETS		
2008/instant_replay/	NADA		
2008/kana_game/	KOMEI		
2008/knots_and_crosswords/	HEINZ		
2008/let_me_tell_you_a_story/	COFINANCED		
2008/let_s_ask_the_dead_guy/	GILD		
2008/little_rascals/	MENAGERIES		
2008/magnetic_poetry/	SAYONARAS		
2008/manual_transmission/	EIGHT		
2008/memo_from_agent_c/	MISTAKEN		
2008/method_to_the_madness/	KNELL		
2008/monopoles/	GRIDIRON		
2008/muppet_theater/	AHEAD OF ONE'S TIME		
2008/museum/	HISTORIC		
2008/mystery_rallye/	SLOT CAR		
2008/nationwide_hunt/	DARTH VADER		
2008/no_police_record/	PEDAGOGUES		
2008/no_strings_attached/	BAREBACK		
2008/notes_english/	SIDDHARTHA		
2008/odd_one_out/	UNCLE SAM		
2008/our_aunt_edith/	DIADEM		
2008/palimpsest/	YELLOW-EYED		
2008/picture_puzzle/	ZEBRA		
2008/picture_store/	LOSS LEADER		
2008/pie_in_the_sky/	STOLE		
2008/police_lineup/	STAGE		
2008/propaganda/	ABOVE REPROACH		
2008/quartermaster/	LAB		
2008/race_around_the_block/	TIED		
2008/radio_waves/	NEEDLEPOINT		
2008/remember_this_/	CAT'S IN THE CRADLE		
2008/roleplaying_game/	MATTHAU		
2008/rotating_slider/	DAGWOOD		
2008/safari_park/	RUNTS		
2008/sharp_turns/	APRIL		
2008/six_easy_pieces/	MENTAL		
2008/ski_slopes/	ARSONISTS		
2008/son_of_the_realm	X-CHROMOSOME		
2008/special_delivery/	WATER BIRD		
2008/special_ops/	COZENING		
2008/spectral_analysis/	ATKINS		
2008/sphere/	OTTOMANS		
2008/subservient_chicken/	RADAR LOVE		
2008/suds/	LAGER		
2008/talk_to_me/	APPOINTMENT CALENDAR		
2008/that_ll_tichu_to_mess_with_us/	UNHABITUAL		
2008/the_blue_carr_bungle/	TALCS		
2008/the_cult_of_helios/	PREACHER MAN		
2008/the_deadly_hobby_of_murder/	ADENINES		
2008/the_dungeon/	FALSITIES		
2008/the_goodwin_manuscript/	ELLEN		
2008/the_last_of_sheila/	ED SULLIVAN		
2008/the_more_the_merrier/	THERMOLYSIS		
2008/the_mystery_of_the_traditional_scavenger_hunt/	THIN-BODIED		
2008/these_aint_no_underpants_gnomes/	HENRY FONDA		
2008/this_puzzle_needs_a_title/	ICONOCLASM		
2008/tragedy/	AFTEREFFECT		
2008/train_station/	CHEF		
2008/treasure_map/	DESPISES		
2008/trouble_in_triplicate/	SPECTATOR		
2008/twisty_little_passages/	PROTECTIVE TARIFF		
2008/war_game/	HOMER		
2008/what_a_mystery_is_art/	AT WORST		
2008/what_incarnation_of_palindrome_are_you_/	ALIAS		
2008/wiseguys/	TRUNK		
2008/world_of_comics/	EARL		
2008/world_s_tallest_cryptic/	STOP		
2008/write_offs/	CONSOLIDATION LOAN		
2008/x_2/	STANDPAT		
2008/x_marks_the_spot/	FLORIDA KEYS		
2009/puzzles/	SLINGSHOTS	Planet Pluto Meta	
2009/puzzles/	RADIO	ATM Meta	
2009/puzzles/	METEORS	Hiigara Meta	
2009/puzzles/	GUITAR SOLO	Castor & Pollux Meta	
2009/puzzles/	RED SHIRTS	Kronos Meta	
2009/puzzles/99_cents_a_clue/PUZZLE	MEDS		
2009/puzzles/a_message_in_space/PUZZLE	RENAISSANCE MAN		
2009/puzzles/aliotherapy/PUZZLE	PSALM BOOK		
2009/puzzles/and_now_a_word_from_our_intergalactic_corporate_overlords/PUZZLE	RAYTHEON		
2009/puzzles/astro_jail.html	FIRE ANTEATER CAGE		
2009/puzzles/astro_traffic_control/PUZZLE/TSK-index.html	EVERETT		
2009/puzzles/astro_traffic_control/PUZZLE/VSN-index.html	OKINAWA		
2009/puzzles/astro_traffic_control/PUZZLE/XAR-index.html	TORONTO		
2009/puzzles/astro_traffic_control/PUZZLE/YXM-index.html	ABILENE		
2009/puzzles/bad_eggs/PUZZLE	DIE		
2009/puzzles/brodie_electric/PUZZLE	DRAMATIS PERSONAE		
2009/puzzles/calling_you_from_my_cell/PUZZLE	TERN		
2009/puzzles/character_test/PUZZLE	NECESSARY EVIL		
2009/puzzles/charity_work/PUZZLE	AMERICARES		
2009/puzzles/cheat_codes/PUZZLE	INDIVIDUAL LABOR LAW		
2009/puzzles/cloaked_battleships/PUZZLE	BLITHESOME		
2009/puzzles/combat-simulator/rules.html	KAPPA CRUCIS		
2009/puzzles/consolenation_prizes/PUZZLE	LAVENDER		
2009/puzzles/cover_girls/PUZZLE	DROOD		
2009/puzzles/croctograms/PUZZLE	NAGIN		
2009/puzzles/crop_squares/PUZZLE	BACKGROUND NOISE		
2009/puzzles/cross_somethingorothers/PUZZLE/JLN-index.html	TOO		
2009/puzzles/cross_somethingorothers/PUZZLE/NAT-index.html	OUR		
2009/puzzles/cross_somethingorothers/PUZZLE/UFL-index.html	RYE		
2009/puzzles/cross_somethingorothers/PUZZLE/ZLE-index.html	EAT		
2009/puzzles/crossed_wires/PUZZLE	NETWORKING		
2009/puzzles/discworld/PUZZLE	UNAUTHORIZED		
2009/puzzles/downsized_plutonians/PUZZLE	EMIGRES		
2009/puzzles/dual_singularities/PUZZLE	FRIDA KAHLO		
2009/puzzles/employment_assortment_assessment/PUZZLE/MUD-index.html	RADIOLOGIST		
2009/puzzles/employment_assortment_assessment/PUZZLE/TLM-index.html	RESEARCHERS		
2009/puzzles/employment_assortment_assessment/PUZZLE/XWR-index.html	TASTETESTER		
2009/puzzles/employment_assortment_assessment/PUZZLE/YVW-index.html	SONOGRAPHER		
2009/puzzles/fantastic_voyage/PUZZLE	LIKE A SURGEON		
2009/puzzles/fantasy_magnoball_league/PUZZLE/COW-index.html	ORANTES		
2009/puzzles/fantasy_magnoball_league/PUZZLE/ERQ-index.html	TREVINO		
2009/puzzles/fantasy_magnoball_league/PUZZLE/LWD-index.html	STEWART		
2009/puzzles/fantasy_magnoball_league/PUZZLE/TPV-index.html	SYMONDS		
2009/puzzles/feelie_fanatics/PUZZLE	THE MANCHURIAN CANDIDATE		
2009/puzzles/friends_in_noble_england/PUZZLE	PICCADILLY CIRCUS		
2009/puzzles/galaxocaching/	EPSILON ERIDANI		
2009/puzzles/galaxocaching/	EPSILON ERIDANI		
2009/puzzles/geek_drama/PUZZLE/EYY-index.html	SHANIA TWAIN		
2009/puzzles/geek_drama/PUZZLE/HXI-index.html	NICOLAS CAGE		
2009/puzzles/geek_drama/PUZZLE/LQX-index.html	ENID BAGNOLD		
2009/puzzles/geek_drama/PUZZLE/YZU-index.html	DAVE GIBBONS		
2009/puzzles/genetic_struggle/PUZZLE	EVOLVE		
2009/puzzles/good_will_mystery_hunting/PUZZLE	GUS VAN SANT		
2009/puzzles/growth_involves_reconstructing_legos/PUZZLE	TRAUMA CENTER		
2009/puzzles/his_airline_hostess/PUZZLE/	KENNY PERRY		
2009/puzzles/his_alien_barbarian_girl_and_her_robot_dog/PUZZLE/	MIDDLE EAST		
2009/puzzles/his_botany_student/PUZZLE/	FETTUCCINE		
2009/puzzles/his_cardiologist/PUZZLE/	SPAMALOT		
2009/puzzles/his_gentlemanly_scotsman/PUZZLE/	BITTERROOTS		
2009/puzzles/his_investigative_journalist/PUZZLE/	GREEN PUPPY		
2009/puzzles/his_shopgirl/PUZZLE/	COMMENCING AT THE OORT CLOUD OPERATE HIS TARDIS ON INTERIOR BOARD		
2009/puzzles/his_troubled_teen/PUZZLE/	HELLSEEKER		
2009/puzzles/his_worshipful_handmaiden/PUZZLE/	HOOVER DAM		
2009/puzzles/hyperextensions/PUZZLE	QUATTRO PRO		
2009/puzzles/i_can_haz_zyzzlburger/PUZZLE	CHO		
2009/puzzles/im_feeling_a_little_twitterpetted/PUZZLE	PICKWICK		
2009/puzzles/im_your_magic_man/PUZZLE	NITRO		
2009/puzzles/initial_reactions/PUZZLE	RUDGE		
2009/puzzles/interstellar_basic_algebra/PUZZLE	SOBER UP		
2009/puzzles/invasion_of_the_micronauts/PUZZLE	TROOP		
2009/puzzles/island_warfare/PUZZLE	FATU HIVA		
2009/puzzles/keep_it_stylin_stupid/PUZZLE	INDETERMINATE EQUATION		
2009/puzzles/lazyr_zone.html	SPACE BAR		
2009/puzzles/lets_play_spaceball/PUZZLE	MINOR LEAGUE		
2009/puzzles/malthusian_catastrophes/PUZZLE	YELLOW SUBMARINE		
2009/puzzles/mary_kachings/PUZZLE	THE RAM		
2009/puzzles/medical_centaur/PUZZLE	GOUT		
2009/puzzles/megrez_expedition/PUZZLE	TUCSON, ARIZONA		
2009/puzzles/message_redacted/PUZZLE/DKP-index.html	GOSPEL SONGS		
2009/puzzles/message_redacted/PUZZLE/HBS-index.html	LINE DANCING		
2009/puzzles/message_redacted/PUZZLE/ISF-index.html	ROCK AND ROLL		
2009/puzzles/message_redacted/PUZZLE/PVX-index.html	SLIDE GUITAR		
2009/puzzles/mos_eisley_spaceport/PUZZLE	MILLENNIUM FALCON		
2009/puzzles/nesting_instinct/PUZZLE	ROW		
2009/puzzles/now_is_the_time_on_kronos_when_we_dance/PUZZLE	LEGACY		
2009/puzzles/nurse_charnels_reports_from_the_sickbay_of_the_iuss_parkerstonei/PUZZLE	SIMULTANEOUS		
2009/puzzles/on_beyond_zyzzlvaria/PUZZLE	CHAI		
2009/puzzles/orbital_nexus.html	PORTIA		
2009/puzzles/our_crew_is_replaceable_your_package_isnt/PUZZLE	SMITHERS		
2009/puzzles/our_favorite_martian/PUZZLE	WRECKS		
2009/puzzles/out_huntin/PUZZLE	LEPER COLONY		
2009/puzzles/picture_time/PUZZLE	ALBATROSS		
2009/puzzles/pimp_your_starcrafts/PUZZLE	REMEMBER		
2009/puzzles/plan_4_from_outer_space/PUZZLE	FOURIER TRANSFORM		
2009/puzzles/please_prove_your_humanity/PUZZLE	TREBEK		
2009/puzzles/pluharmony/PUZZLE	REUNITES		
2009/puzzles/plutonic_solids/PUZZLE	IN POSITION		
2009/puzzles/qem_mah_soj/PUZZLE	TRAIL MIX		
2009/puzzles/reflections_on_a_milky_steed_whos_quite_amphibious_indeed/PUZZLE	VERSE		
2009/puzzles/resolutions/PUZZLE	REVENGE		
2009/puzzles/reverse_dimension.html	TIMELINE'S END		
2009/puzzles/robots_in_disguise/PUZZLE	WARREN BEATTY		
2009/puzzles/showcases/PUZZLE	QUANTITY SURVEYOR		
2009/puzzles/sorry_wrong_number/PUZZLE	PORE JUD IS DAID		
2009/puzzles/soylent_partners/PUZZLE	RAINBOW CACTUSES		
